Entity,Code,Day,people_fully_vaccinated
Monaco,MCO,2021-04-02,8795
Monaco,MCO,2021-04-15,10859
Montenegro,MNE,2021-03-19,332
Montenegro,MNE,2021-03-20,461
Montenegro,MNE,2021-03-23,595
Montenegro,MNE,2021-03-24,848
Montenegro,MNE,2021-03-25,1072
Montenegro,MNE,2021-03-26,1329
Montenegro,MNE,2021-03-27,1601
Montenegro,MNE,2021-03-28,2091
Montenegro,MNE,2021-03-29,2394
Montenegro,MNE,2021-03-30,2467
Montenegro,MNE,2021-03-31,3273
Montenegro,MNE,2021-04-01,3410
Montenegro,MNE,2021-04-02,3808
Montenegro,MNE,2021-04-03,4025
Montenegro,MNE,2021-04-04,4194
Montenegro,MNE,2021-04-05,4482
Montenegro,MNE,2021-04-06,4734
Montenegro,MNE,2021-04-07,5147
Montenegro,MNE,2021-04-08,5378
Montenegro,MNE,2021-04-09,5640
Montenegro,MNE,2021-04-10,6082
Montenegro,MNE,2021-04-11,6753
Montenegro,MNE,2021-04-12,6753
Montenegro,MNE,2021-04-13,8547
Montenegro,MNE,2021-04-14,10227
Montenegro,MNE,2021-04-15,12094
Montenegro,MNE,2021-04-16,13290
Montenegro,MNE,2021-04-17,14481
Montserrat,MSR,2021-03-10,40
Montserrat,MSR,2021-03-17,194
Montserrat,MSR,2021-03-31,276
Morocco,MAR,2021-02-19,4867
Morocco,MAR,2021-02-20,13476
Morocco,MAR,2021-02-22,23667
Morocco,MAR,2021-02-23,31232
Morocco,MAR,2021-02-24,37310
Morocco,MAR,2021-02-25,43626
Morocco,MAR,2021-02-26,96437
Morocco,MAR,2021-02-27,161906
Morocco,MAR,2021-03-01,232980
Morocco,MAR,2021-03-02,293857
Morocco,MAR,2021-03-03,360689
Morocco,MAR,2021-03-04,413032
Morocco,MAR,2021-03-05,499942
Morocco,MAR,2021-03-06,578942
Morocco,MAR,2021-03-08,651351
Morocco,MAR,2021-03-09,717113
Morocco,MAR,2021-03-10,854274
Morocco,MAR,2021-03-11,972079
Morocco,MAR,2021-03-12,1224959
Morocco,MAR,2021-03-13,1471738
Morocco,MAR,2021-03-15,1767472
Morocco,MAR,2021-03-16,1960996
Morocco,MAR,2021-03-17,2116081
Morocco,MAR,2021-03-19,2352348
Morocco,MAR,2021-03-20,2423380
Morocco,MAR,2021-03-22,2516742
Morocco,MAR,2021-03-23,2593204
Morocco,MAR,2021-03-24,2844916
Morocco,MAR,2021-03-25,3071117
Morocco,MAR,2021-03-26,3231742
Morocco,MAR,2021-03-27,3332292
Morocco,MAR,2021-03-29,3455603
Morocco,MAR,2021-03-30,3566498
Morocco,MAR,2021-03-31,3674251
Morocco,MAR,2021-04-01,3767210
Morocco,MAR,2021-04-02,3840569
Morocco,MAR,2021-04-03,3891875
Morocco,MAR,2021-04-05,3951023
Morocco,MAR,2021-04-06,3992324
Morocco,MAR,2021-04-07,4038083
Morocco,MAR,2021-04-08,4075290
Morocco,MAR,2021-04-09,4103257
Morocco,MAR,2021-04-10,4134740
Morocco,MAR,2021-04-11,4148610
Morocco,MAR,2021-04-13,4155395
Morocco,MAR,2021-04-14,4166701
Morocco,MAR,2021-04-15,4174449
Morocco,MAR,2021-04-16,4180155
Morocco,MAR,2021-04-17,4186449
Myanmar,MMR,2021-03-31,40000
Netherlands,NLD,2021-01-31,15692
Netherlands,NLD,2021-02-07,66409
Netherlands,NLD,2021-02-14,154445
Netherlands,NLD,2021-02-21,218713
Netherlands,NLD,2021-02-28,331671
Netherlands,NLD,2021-03-07,411935
Netherlands,NLD,2021-03-14,493123
Netherlands,NLD,2021-03-21,605491
Netherlands,NLD,2021-03-28,690062
Netherlands,NLD,2021-04-04,806424
Netherlands,NLD,2021-04-11,826135
New Zealand,NZL,2021-03-12,2
New Zealand,NZL,2021-03-13,5
New Zealand,NZL,2021-03-14,18
New Zealand,NZL,2021-03-15,283
New Zealand,NZL,2021-03-16,516
New Zealand,NZL,2021-03-17,880
New Zealand,NZL,2021-03-18,1350
New Zealand,NZL,2021-03-19,2121
New Zealand,NZL,2021-03-20,2836
New Zealand,NZL,2021-03-21,3480
New Zealand,NZL,2021-03-22,4678
New Zealand,NZL,2021-03-23,5785
New Zealand,NZL,2021-03-24,7371
New Zealand,NZL,2021-03-25,8902
New Zealand,NZL,2021-03-26,10190
New Zealand,NZL,2021-03-27,11061
New Zealand,NZL,2021-03-28,11544
New Zealand,NZL,2021-03-29,12662
New Zealand,NZL,2021-03-30,14161
New Zealand,NZL,2021-03-31,15488
New Zealand,NZL,2021-04-01,16732
New Zealand,NZL,2021-04-02,17027
New Zealand,NZL,2021-04-03,17362
New Zealand,NZL,2021-04-04,17557
New Zealand,NZL,2021-04-05,17848
New Zealand,NZL,2021-04-06,19285
New Zealand,NZL,2021-04-07,21427
New Zealand,NZL,2021-04-08,23189
New Zealand,NZL,2021-04-09,25113
New Zealand,NZL,2021-04-10,25794
New Zealand,NZL,2021-04-11,26874
New Zealand,NZL,2021-04-12,28569
New Zealand,NZL,2021-04-13,30194
North America,,2021-01-07,2173
North America,,2021-01-08,4053
North America,,2021-01-09,5880
North America,,2021-01-10,5884
North America,,2021-01-11,5884
North America,,2021-01-12,6046
North America,,2021-01-13,16320
North America,,2021-01-14,1363224
North America,,2021-01-15,1639078
North America,,2021-01-16,1641580
North America,,2021-01-17,1645174
North America,,2021-01-18,1649112
North America,,2021-01-19,2070054
North America,,2021-01-20,2226181
North America,,2021-01-21,2476475
North America,,2021-01-22,2851305
North America,,2021-01-23,3133226
North America,,2021-01-24,3330034
North America,,2021-01-25,3477807
North America,,2021-01-26,3630109
North America,,2021-01-27,3916984
North America,,2021-01-28,4388735
North America,,2021-01-29,4915881
North America,,2021-01-30,5410624
North America,,2021-01-31,5813295
North America,,2021-02-01,6099457
North America,,2021-02-02,6243465
North America,,2021-02-03,6633064
North America,,2021-02-04,7144264
North America,,2021-02-05,7738648
North America,,2021-02-06,8575893
North America,,2021-02-07,9416231
North America,,2021-02-08,9818029
North America,,2021-02-09,10163439
North America,,2021-02-10,10813234
North America,,2021-02-11,11553351
North America,,2021-02-12,12474877
North America,,2021-02-13,13492164
North America,,2021-02-14,14501694
North America,,2021-02-15,14524144
North America,,2021-02-16,15479926
North America,,2021-02-17,15965720
North America,,2021-02-18,16676251
North America,,2021-02-19,17896904
North America,,2021-02-20,18797342
North America,,2021-02-21,19787643
North America,,2021-02-22,20400686
North America,,2021-02-23,20871101
North America,,2021-02-24,21621245
North America,,2021-02-25,22636937
North America,,2021-02-26,23744193
North America,,2021-02-27,24842611
North America,,2021-02-28,25929193
North America,,2021-03-01,26634106
North America,,2021-03-02,27343032
North America,,2021-03-03,28165593
North America,,2021-03-04,29008224
North America,,2021-03-05,29936256
North America,,2021-03-06,31013774
North America,,2021-03-07,31925997
North America,,2021-03-08,32744452
North America,,2021-03-09,33358365
North America,,2021-03-10,34166842
North America,,2021-03-11,35129976
North America,,2021-03-12,36275882
North America,,2021-03-13,38208571
North America,,2021-03-14,38740072
North America,,2021-03-15,39627266
North America,,2021-03-16,40339714
North America,,2021-03-17,41308861
North America,,2021-03-18,42327359
North America,,2021-03-19,43286921
North America,,2021-03-20,44442588
North America,,2021-03-21,45571841
North America,,2021-03-22,46413244
North America,,2021-03-23,47040175
North America,,2021-03-24,47939825
North America,,2021-03-25,49017254
North America,,2021-03-26,50328988
North America,,2021-03-27,51794935
North America,,2021-03-28,53250708
North America,,2021-03-29,54342891
North America,,2021-03-30,55330778
North America,,2021-03-31,56617179
North America,,2021-04-01,58111314
North America,,2021-04-02,60123010
North America,,2021-04-03,62025808
North America,,2021-04-04,63614426
North America,,2021-04-05,64666466
North America,,2021-04-06,65527194
North America,,2021-04-07,67119698
North America,,2021-04-08,69110962
North America,,2021-04-09,71133637
North America,,2021-04-10,73952088
North America,,2021-04-11,75986718
North America,,2021-04-12,77613377
North America,,2021-04-13,79225053
North America,,2021-04-14,81232762
North America,,2021-04-15,83391151
North America,,2021-04-16,85870371
North America,,2021-04-17,88149908
Northern Cyprus,OWID_CYN,2021-03-25,44083
Northern Cyprus,OWID_CYN,2021-04-14,48462
Northern Ireland,,2021-01-03,1271
Northern Ireland,,2021-01-10,13949
Northern Ireland,,2021-01-11,15288
Northern Ireland,,2021-01-12,17840
Northern Ireland,,2021-01-13,19010
Northern Ireland,,2021-01-14,19264
Northern Ireland,,2021-01-15,19474
Northern Ireland,,2021-01-16,20174
Northern Ireland,,2021-01-17,21016
Northern Ireland,,2021-01-18,21579
Northern Ireland,,2021-01-19,21960
Northern Ireland,,2021-01-20,22326
Northern Ireland,,2021-01-21,22510
Northern Ireland,,2021-01-22,22660
Northern Ireland,,2021-01-23,22687
Northern Ireland,,2021-01-24,22713
Northern Ireland,,2021-01-25,22795
Northern Ireland,,2021-01-26,22910
Northern Ireland,,2021-01-27,23927
Northern Ireland,,2021-01-28,24070
Northern Ireland,,2021-01-29,24146
Northern Ireland,,2021-01-30,24323
Northern Ireland,,2021-01-31,24612
Northern Ireland,,2021-02-01,24882
Northern Ireland,,2021-02-02,25155
Northern Ireland,,2021-02-03,25539
Northern Ireland,,2021-02-04,26047
Northern Ireland,,2021-02-05,26531
Northern Ireland,,2021-02-06,27207
Northern Ireland,,2021-02-07,27463
Northern Ireland,,2021-02-08,27589
Northern Ireland,,2021-02-09,27772
Northern Ireland,,2021-02-10,28137
Northern Ireland,,2021-02-11,28552
Northern Ireland,,2021-02-12,28937
Northern Ireland,,2021-02-13,28976
Northern Ireland,,2021-02-14,29005
Northern Ireland,,2021-02-15,29201
Northern Ireland,,2021-02-16,29476
Northern Ireland,,2021-02-17,30012
Northern Ireland,,2021-02-18,30381
Northern Ireland,,2021-02-19,30753
Northern Ireland,,2021-02-20,30807
Northern Ireland,,2021-02-21,30796
Northern Ireland,,2021-02-22,31077
Northern Ireland,,2021-02-23,31345
Northern Ireland,,2021-02-24,31637
Northern Ireland,,2021-02-25,31898
Northern Ireland,,2021-02-26,32616
Northern Ireland,,2021-02-27,32665
Northern Ireland,,2021-02-28,33197
Northern Ireland,,2021-03-01,35370
Northern Ireland,,2021-03-02,37862
Northern Ireland,,2021-03-03,40139
Northern Ireland,,2021-03-04,41787
Northern Ireland,,2021-03-05,42096
Northern Ireland,,2021-03-06,42230
Northern Ireland,,2021-03-07,42851
Northern Ireland,,2021-03-08,44594
Northern Ireland,,2021-03-09,46927
Northern Ireland,,2021-03-10,48948
Northern Ireland,,2021-03-11,49400
Northern Ireland,,2021-03-12,50052
Northern Ireland,,2021-03-13,52407
Northern Ireland,,2021-03-14,54636
Northern Ireland,,2021-03-15,58245
Northern Ireland,,2021-03-16,63946
Northern Ireland,,2021-03-17,67202
Northern Ireland,,2021-03-18,70709
Northern Ireland,,2021-03-19,75313
Northern Ireland,,2021-03-20,78496
Northern Ireland,,2021-03-21,88683
Northern Ireland,,2021-03-23,96254
Northern Ireland,,2021-03-24,104907
Northern Ireland,,2021-03-25,113637
Northern Ireland,,2021-03-26,120349
Northern Ireland,,2021-03-27,123452
Northern Ireland,,2021-03-28,125017
Northern Ireland,,2021-03-29,132022
Northern Ireland,,2021-03-30,138486
Northern Ireland,,2021-03-31,145753
Northern Ireland,,2021-04-01,153454
Northern Ireland,,2021-04-02,160262
Northern Ireland,,2021-04-03,162483
Northern Ireland,,2021-04-04,163818
Northern Ireland,,2021-04-05,165374
Northern Ireland,,2021-04-06,167923
Northern Ireland,,2021-04-07,173772
Northern Ireland,,2021-04-08,181814
Northern Ireland,,2021-04-09,189697
Northern Ireland,,2021-04-10,194610
Northern Ireland,,2021-04-11,199500
Northern Ireland,,2021-04-12,210470
Northern Ireland,,2021-04-13,224129
Northern Ireland,,2021-04-14,237281
Northern Ireland,,2021-04-15,250474
Northern Ireland,,2021-04-16,262917
Norway,NOR,2021-01-17,5
Norway,NOR,2021-01-18,288
Norway,NOR,2021-01-19,1060
Norway,NOR,2021-01-20,1753
Norway,NOR,2021-01-21,1922
Norway,NOR,2021-01-22,1929
Norway,NOR,2021-01-23,1929
Norway,NOR,2021-01-24,1929
Norway,NOR,2021-01-25,1929
Norway,NOR,2021-01-26,4071
Norway,NOR,2021-01-27,11669
Norway,NOR,2021-01-28,18247
Norway,NOR,2021-01-29,20355
Norway,NOR,2021-01-30,20529
Norway,NOR,2021-01-31,20580
Norway,NOR,2021-02-01,20884
Norway,NOR,2021-02-02,24028
Norway,NOR,2021-02-03,32379
Norway,NOR,2021-02-04,41074
Norway,NOR,2021-02-05,45947
Norway,NOR,2021-02-06,46684
Norway,NOR,2021-02-07,46980
Norway,NOR,2021-02-08,47902
Norway,NOR,2021-02-09,51144
Norway,NOR,2021-02-10,59817
Norway,NOR,2021-02-11,68406
Norway,NOR,2021-02-12,72020
Norway,NOR,2021-02-13,72326
Norway,NOR,2021-02-14,72330
Norway,NOR,2021-02-15,73081
Norway,NOR,2021-02-16,75258
Norway,NOR,2021-02-17,85466
Norway,NOR,2021-02-18,96296
Norway,NOR,2021-02-19,101096
Norway,NOR,2021-02-20,101272
Norway,NOR,2021-02-21,101377
Norway,NOR,2021-02-22,101519
Norway,NOR,2021-02-23,106725
Norway,NOR,2021-02-24,129079
Norway,NOR,2021-02-25,154232
Norway,NOR,2021-02-26,164169
Norway,NOR,2021-02-27,164372
Norway,NOR,2021-02-28,164531
Norway,NOR,2021-03-01,164594
Norway,NOR,2021-03-02,168420
Norway,NOR,2021-03-03,186497
Norway,NOR,2021-03-04,205008
Norway,NOR,2021-03-05,211553
Norway,NOR,2021-03-06,212035
Norway,NOR,2021-03-07,212037
Norway,NOR,2021-03-08,212085
Norway,NOR,2021-03-09,216360
Norway,NOR,2021-03-10,233594
Norway,NOR,2021-03-11,250208
Norway,NOR,2021-03-12,258530
Norway,NOR,2021-03-13,258835
Norway,NOR,2021-03-14,258944
Norway,NOR,2021-03-15,259383
Norway,NOR,2021-03-16,260011
Norway,NOR,2021-03-17,261571
Norway,NOR,2021-03-18,262985
Norway,NOR,2021-03-19,263955
Norway,NOR,2021-03-20,263977
Norway,NOR,2021-03-21,264046
Norway,NOR,2021-03-22,264131
Norway,NOR,2021-03-23,265086
Norway,NOR,2021-03-24,268765
Norway,NOR,2021-03-25,271100
Norway,NOR,2021-03-26,272252
Norway,NOR,2021-03-27,272258
Norway,NOR,2021-03-28,272261
Norway,NOR,2021-03-29,272288
Norway,NOR,2021-03-30,276318
Norway,NOR,2021-03-31,283332
Norway,NOR,2021-04-01,284803
Norway,NOR,2021-04-02,285487
Norway,NOR,2021-04-03,285494
Norway,NOR,2021-04-04,285537
Norway,NOR,2021-04-05,285595
Norway,NOR,2021-04-06,288155
Norway,NOR,2021-04-07,291819
Norway,NOR,2021-04-08,295956
Norway,NOR,2021-04-09,296597
Norway,NOR,2021-04-10,296643
Norway,NOR,2021-04-11,296649
Norway,NOR,2021-04-12,296731
Norway,NOR,2021-04-13,297113
Norway,NOR,2021-04-14,298526
Norway,NOR,2021-04-15,299631
Oceania,,2021-03-12,2
Oceania,,2021-03-13,5
Oceania,,2021-03-14,18
Oceania,,2021-03-15,283
Oceania,,2021-03-16,516
Oceania,,2021-03-17,880
Oceania,,2021-03-18,1350
Oceania,,2021-03-19,2121
Oceania,,2021-03-20,2836
Oceania,,2021-03-21,3480
Oceania,,2021-03-22,4678
Oceania,,2021-03-23,5785
Oceania,,2021-03-24,7371
Oceania,,2021-03-25,8902
Oceania,,2021-03-26,10190
Oceania,,2021-03-27,11061
Oceania,,2021-03-28,11544
Oceania,,2021-03-29,12662
Oceania,,2021-03-30,14161
Oceania,,2021-03-31,15488
Oceania,,2021-04-01,16732
Oceania,,2021-04-02,17027
Oceania,,2021-04-03,17362
Oceania,,2021-04-04,17557
Oceania,,2021-04-05,17848
Oceania,,2021-04-06,19285
Oceania,,2021-04-07,21427
Oceania,,2021-04-08,23189
Oceania,,2021-04-09,25113
Oceania,,2021-04-10,25794
Oceania,,2021-04-11,26874
Oceania,,2021-04-12,28569
Oceania,,2021-04-13,30194
Oceania,,2021-04-14,30194
Oceania,,2021-04-15,30194
Oceania,,2021-04-16,30194
Oceania,,2021-04-17,30194
Oman,OMN,2021-01-17,673
Oman,OMN,2021-01-18,1985
Oman,OMN,2021-01-19,3276
Oman,OMN,2021-01-20,4775
Oman,OMN,2021-01-23,5902
Oman,OMN,2021-01-24,7992
Oman,OMN,2021-01-25,9833
Oman,OMN,2021-01-26,11433
Oman,OMN,2021-01-27,12272
Oman,OMN,2021-02-08,12272
Oman,OMN,2021-02-09,12272
Oman,OMN,2021-02-10,12272
Oman,OMN,2021-02-11,12272
Oman,OMN,2021-02-12,12272
Oman,OMN,2021-02-13,12272
Oman,OMN,2021-02-14,12272
Oman,OMN,2021-02-15,12272
Oman,OMN,2021-02-16,19019
Oman,OMN,2021-02-17,19019
Oman,OMN,2021-02-18,19019
Oman,OMN,2021-02-19,19019
Oman,OMN,2021-02-20,19019
Oman,OMN,2021-02-21,19019
Oman,OMN,2021-02-22,19019
Oman,OMN,2021-02-23,19019
Oman,OMN,2021-03-09,19019
Oman,OMN,2021-03-10,19019
Oman,OMN,2021-03-15,19019
Oman,OMN,2021-03-17,19019
Oman,OMN,2021-03-22,19019
Oman,OMN,2021-03-24,19019
Oman,OMN,2021-03-29,19019
Oman,OMN,2021-03-31,19019
Oman,OMN,2021-04-05,19019
Oman,OMN,2021-04-12,19019
Oman,OMN,2021-04-14,19019
Palestine,PSE,2021-03-30,7978
Palestine,PSE,2021-03-31,8687
Palestine,PSE,2021-04-01,9395
Palestine,PSE,2021-04-03,10182
Palestine,PSE,2021-04-04,11129
Palestine,PSE,2021-04-05,11328
Palestine,PSE,2021-04-06,11432
Palestine,PSE,2021-04-07,11620
Palestine,PSE,2021-04-08,11748
Palestine,PSE,2021-04-09,12471
Palestine,PSE,2021-04-10,12471
Palestine,PSE,2021-04-11,13167
Palestine,PSE,2021-04-12,14674
Palestine,PSE,2021-04-13,17660
Palestine,PSE,2021-04-14,19940
Palestine,PSE,2021-04-15,21419
Palestine,PSE,2021-04-16,23113
Palestine,PSE,2021-04-17,23113
Panama,PAN,2021-03-30,116540
Panama,PAN,2021-04-06,157100
Panama,PAN,2021-04-13,167863
Panama,PAN,2021-04-14,175008
Paraguay,PRY,2021-03-15,150
Paraguay,PRY,2021-03-16,495
Paraguay,PRY,2021-03-17,915
Paraguay,PRY,2021-03-18,1220
Paraguay,PRY,2021-03-19,1375
Paraguay,PRY,2021-03-20,1375
Paraguay,PRY,2021-03-22,1400
Paraguay,PRY,2021-03-23,1505
Paraguay,PRY,2021-03-24,1580
Paraguay,PRY,2021-03-25,1621
Paraguay,PRY,2021-03-26,1657
Paraguay,PRY,2021-03-27,1659
Paraguay,PRY,2021-03-28,1666
Paraguay,PRY,2021-03-29,1752
Paraguay,PRY,2021-03-30,1794
Paraguay,PRY,2021-03-31,1839
Paraguay,PRY,2021-04-01,1838
Paraguay,PRY,2021-04-02,1840
Paraguay,PRY,2021-04-03,1840
Paraguay,PRY,2021-04-04,1840
Paraguay,PRY,2021-04-05,1861
Paraguay,PRY,2021-04-06,1946
Paraguay,PRY,2021-04-07,2803
Paraguay,PRY,2021-04-08,4240
Paraguay,PRY,2021-04-09,6310
Paraguay,PRY,2021-04-10,7384
Paraguay,PRY,2021-04-11,7785
Paraguay,PRY,2021-04-12,10291
Paraguay,PRY,2021-04-13,10981
Paraguay,PRY,2021-04-14,11449
Paraguay,PRY,2021-04-15,11832
Paraguay,PRY,2021-04-16,12140
Peru,PER,2021-03-02,1631
Peru,PER,2021-03-03,12904
Peru,PER,2021-03-04,39297
Peru,PER,2021-03-05,69615
Peru,PER,2021-03-06,84566
Peru,PER,2021-03-07,86577
Peru,PER,2021-03-08,98188
Peru,PER,2021-03-09,104834
Peru,PER,2021-03-10,109883
Peru,PER,2021-03-11,114685
Peru,PER,2021-03-12,130485
Peru,PER,2021-03-13,157443
Peru,PER,2021-03-14,160033
Peru,PER,2021-03-15,186702
Peru,PER,2021-03-16,209427
Peru,PER,2021-03-17,232046
Peru,PER,2021-03-18,247788
Peru,PER,2021-03-19,262830
Peru,PER,2021-03-20,268799
Peru,PER,2021-03-21,269819
Peru,PER,2021-03-22,277748
Peru,PER,2021-03-23,285425
Peru,PER,2021-03-24,291794
Peru,PER,2021-03-25,295546
Peru,PER,2021-03-26,299301
Peru,PER,2021-03-27,302026
Peru,PER,2021-03-28,302218
Peru,PER,2021-03-29,313402
Peru,PER,2021-03-30,329855
Peru,PER,2021-03-31,345304
Peru,PER,2021-04-01,349213
Peru,PER,2021-04-02,351902
Peru,PER,2021-04-03,357550
Peru,PER,2021-04-04,357991
Peru,PER,2021-04-05,365165
Peru,PER,2021-04-06,379914
Peru,PER,2021-04-07,395193
Peru,PER,2021-04-08,418387
Peru,PER,2021-04-09,431941
Peru,PER,2021-04-10,439872
Peru,PER,2021-04-11,439934
Peru,PER,2021-04-12,452435
Peru,PER,2021-04-13,467098
Peru,PER,2021-04-14,481233
Peru,PER,2021-04-15,496768
Peru,PER,2021-04-16,512467
Philippines,PHL,2021-03-30,1344
Philippines,PHL,2021-04-05,28850
Philippines,PHL,2021-04-06,50685
Philippines,PHL,2021-04-11,132288
Philippines,PHL,2021-04-12,149041
Philippines,PHL,2021-04-13,162065
Poland,POL,2021-01-17,671
Poland,POL,2021-01-18,3468
Poland,POL,2021-01-19,11174
Poland,POL,2021-01-20,24992
Poland,POL,2021-01-21,39686
Poland,POL,2021-01-22,45479
Poland,POL,2021-01-23,46980
Poland,POL,2021-01-24,47721
Poland,POL,2021-01-25,75765
Poland,POL,2021-01-26,123044
Poland,POL,2021-01-27,149779
Poland,POL,2021-01-28,179128
Poland,POL,2021-01-29,195481
Poland,POL,2021-01-30,198478
Poland,POL,2021-01-31,200537
Poland,POL,2021-02-01,233129
Poland,POL,2021-02-02,289190
Poland,POL,2021-02-03,344432
Poland,POL,2021-02-04,395375
Poland,POL,2021-02-05,424730
Poland,POL,2021-02-06,440365
Poland,POL,2021-02-07,450496
Poland,POL,2021-02-09,482146
Poland,POL,2021-02-11,580607
Poland,POL,2021-02-12,624907
Poland,POL,2021-02-13,640650
Poland,POL,2021-02-14,645971
Poland,POL,2021-02-15,658235
Poland,POL,2021-02-16,691380
Poland,POL,2021-02-17,774060
Poland,POL,2021-02-18,865884
Poland,POL,2021-02-19,916935
Poland,POL,2021-02-20,925682
Poland,POL,2021-02-21,929965
Poland,POL,2021-02-22,934782
Poland,POL,2021-02-24,1031518
Poland,POL,2021-02-26,1168058
Poland,POL,2021-02-28,1186747
Poland,POL,2021-03-01,1192900
Poland,POL,2021-03-03,1281179
Poland,POL,2021-03-04,1366648
Poland,POL,2021-03-06,1424715
Poland,POL,2021-03-08,1434640
Poland,POL,2021-03-09,1445170
Poland,POL,2021-03-11,1555400
Poland,POL,2021-03-12,1595520
Poland,POL,2021-03-13,1602745
Poland,POL,2021-03-14,1606154
Poland,POL,2021-03-15,1610293
Poland,POL,2021-03-16,1621287
Poland,POL,2021-03-17,1664524
Poland,POL,2021-03-18,1730349
Poland,POL,2021-03-19,1769770
Poland,POL,2021-03-20,1780169
Poland,POL,2021-03-21,1783720
Poland,POL,2021-03-22,1788446
Poland,POL,2021-03-23,1808008
Poland,POL,2021-03-24,1857517
Poland,POL,2021-03-26,1969905
Poland,POL,2021-03-28,1992611
Poland,POL,2021-03-30,2019040
Poland,POL,2021-03-31,2039663
Poland,POL,2021-04-01,2058204
Poland,POL,2021-04-02,2070003
Poland,POL,2021-04-04,2073334
Poland,POL,2021-04-05,2074033
Poland,POL,2021-04-07,2090058
Poland,POL,2021-04-08,2096185
Poland,POL,2021-04-10,2105550
Poland,POL,2021-04-11,2106549
Poland,POL,2021-04-12,2113615
Poland,POL,2021-04-13,2137304
Poland,POL,2021-04-15,2248126
Portugal,PRT,2021-01-17,1161
Portugal,PRT,2021-01-18,1825
Portugal,PRT,2021-01-19,9443
Portugal,PRT,2021-01-20,18618
Portugal,PRT,2021-01-21,23592
Portugal,PRT,2021-01-22,25996
Portugal,PRT,2021-01-23,30036
Portugal,PRT,2021-01-24,30553
Portugal,PRT,2021-01-25,30553
Portugal,PRT,2021-01-26,30553
Portugal,PRT,2021-01-27,30553
Portugal,PRT,2021-01-28,30553
Portugal,PRT,2021-01-29,30553
Portugal,PRT,2021-01-30,65461
Portugal,PRT,2021-01-31,68385
Portugal,PRT,2021-02-01,68752
Portugal,PRT,2021-02-02,70695
Portugal,PRT,2021-02-03,75852
Portugal,PRT,2021-02-04,84975
Portugal,PRT,2021-02-05,94916
Portugal,PRT,2021-02-06,103786
Portugal,PRT,2021-02-07,104526
Portugal,PRT,2021-02-08,104613
Portugal,PRT,2021-02-09,106055
Portugal,PRT,2021-02-10,116559
Portugal,PRT,2021-02-11,133078
Portugal,PRT,2021-02-12,157604
Portugal,PRT,2021-02-13,184694
Portugal,PRT,2021-02-14,194530
Portugal,PRT,2021-02-15,202474
Portugal,PRT,2021-02-16,208060
Portugal,PRT,2021-02-17,214092
Portugal,PRT,2021-02-18,222045
Portugal,PRT,2021-02-19,234749
Portugal,PRT,2021-02-20,247703
Portugal,PRT,2021-02-21,251207
Portugal,PRT,2021-02-22,253255
Portugal,PRT,2021-02-23,254979
Portugal,PRT,2021-02-24,257200
Portugal,PRT,2021-02-25,260689
Portugal,PRT,2021-02-26,263781
Portugal,PRT,2021-02-27,269237
Portugal,PRT,2021-02-28,270522
Portugal,PRT,2021-03-01,272933
Portugal,PRT,2021-03-02,274283
Portugal,PRT,2021-03-03,275948
Portugal,PRT,2021-03-04,280981
Portugal,PRT,2021-03-05,286790
Portugal,PRT,2021-03-06,295397
Portugal,PRT,2021-03-07,299550
Portugal,PRT,2021-03-08,304021
Portugal,PRT,2021-03-09,306199
Portugal,PRT,2021-03-10,308105
Portugal,PRT,2021-03-11,317103
Portugal,PRT,2021-03-12,331406
Portugal,PRT,2021-03-13,344878
Portugal,PRT,2021-03-14,350243
Portugal,PRT,2021-03-15,353789
Portugal,PRT,2021-03-16,356804
Portugal,PRT,2021-03-17,362751
Portugal,PRT,2021-03-18,384648
Portugal,PRT,2021-03-19,418001
Portugal,PRT,2021-03-20,445976
Portugal,PRT,2021-03-21,458886
Portugal,PRT,2021-03-22,471357
Portugal,PRT,2021-03-23,478989
Portugal,PRT,2021-03-24,481061
Portugal,PRT,2021-03-25,484668
Portugal,PRT,2021-03-26,489172
Portugal,PRT,2021-03-27,491628
Portugal,PRT,2021-03-28,493146
Portugal,PRT,2021-03-29,494569
Portugal,PRT,2021-03-30,497197
Portugal,PRT,2021-03-31,500793
Portugal,PRT,2021-04-01,510500
Portugal,PRT,2021-04-02,552548
Portugal,PRT,2021-04-03,569304
Portugal,PRT,2021-04-04,576427
Portugal,PRT,2021-04-05,579038
Portugal,PRT,2021-04-06,584958
Portugal,PRT,2021-04-07,588040
Portugal,PRT,2021-04-08,598479
Portugal,PRT,2021-04-09,613485
Portugal,PRT,2021-04-10,626070
Portugal,PRT,2021-04-11,628176
Portugal,PRT,2021-04-12,632198
Portugal,PRT,2021-04-13,634360
Portugal,PRT,2021-04-14,636140
Portugal,PRT,2021-04-15,647033
Portugal,PRT,2021-04-16,657164
Portugal,PRT,2021-04-17,677119
Romania,ROU,2021-01-17,875
Romania,ROU,2021-01-18,1950
Romania,ROU,2021-01-19,2621
Romania,ROU,2021-01-20,5813
Romania,ROU,2021-01-21,9843
Romania,ROU,2021-01-22,11254
Romania,ROU,2021-01-23,12878
Romania,ROU,2021-01-24,13155
Romania,ROU,2021-01-25,25063
Romania,ROU,2021-01-26,40666
Romania,ROU,2021-01-27,57274
Romania,ROU,2021-01-28,75049
Romania,ROU,2021-01-29,92075
Romania,ROU,2021-01-30,101304
Romania,ROU,2021-01-31,106196
